causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count;causa_acidente_criterios;tipo_acidente_criterios;fase_dia_criterios;condicao_metereologica_criterios;tipo_veiculo_criterios
Neblina;Colisao traseira;Amanhecer;Ceu Claro;Caminhao;Obito;1;1;5;4;1;2
Neblina;Colisao traseira;Amanhecer;Ceu Claro;Caminhao-trator;Ileso;1;1;5;4;1;2
Neblina;Colisao traseira;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;1;1;5;4;4;1
Neblina;Colisao traseira;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;5;4;4;1
Neblina;Colisao traseira;Amanhecer;Nublado;Nao Informado;Lesoes Graves;1;1;5;4;2;3
Neblina;Colisao traseira;Amanhecer;Nublado;Nao Informado;Lesoes Leves;1;1;5;4;2;3
Neblina;Colisao traseira;Amanhecer;Nublado;Onibus;Ileso;1;1;5;4;2;3
Neblina;Colisao traseira;Amanhecer;Nublado;Onibus;Lesoes Leves;1;1;5;4;2;3
Neblina;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;1;5;1;1;2
Neblina;Colisao traseira;Pleno dia;Ceu Claro;Onibus;Lesoes Graves;1;1;5;1;1;3
Neblina;Colisao traseira;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;19;1;5;1;1;3
Neblina;Colisao traseira;Pleno dia;Nevoeiro/Neblina;Caminhao-trator;Ileso;1;1;5;1;4;2
Neblina;Colisao traseira;Pleno dia;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;5;1;4;1
Neblina;Derramamento de carga;Amanhecer;Ceu Claro;Caminhao;Obito;1;1;3;4;1;2
Neblina;Derramamento de carga;Amanhecer;Ceu Claro;Caminhao-trator;Ileso;1;1;3;4;1;2
Neblina;Derramamento de carga;Pleno dia;Nublado;Caminhao;Lesoes Graves;1;1;3;1;2;2
Neblina;Derramamento de carga;Pleno dia;Nublado;Caminhao-trator;Ileso;2;1;3;1;2;2
Neblina;Engavetamento;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;1;1;3;4;4;1
Neblina;Engavetamento;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;3;4;4;1
Neblina;Engavetamento;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;2;1;3;4;4;1
Neblina;Engavetamento;Anoitecer;Chuva;Automovel;Ileso;3;1;3;4;2;1
Neblina;Engavetamento;Anoitecer;Chuva;Caminhao;Ileso;1;1;3;4;2;2
Neblina;Engavetamento;Anoitecer;Chuva;Caminhonete;Ileso;1;1;3;4;2;2
Neblina;Engavetamento;Anoitecer;Chuva;Caminhonete;Lesoes Leves;1;1;3;4;2;2
Neblina;Engavetamento;Anoitecer;Chuva;Utilitario;Ileso;1;1;3;4;2;3
Neblina;Queda de ocupante de veiculo;Amanhecer;Ceu Claro;Caminhao;Obito;1;1;5;4;1;2
Neblina;Queda de ocupante de veiculo;Amanhecer;Ceu Claro;Caminhao-trator;Ileso;1;1;5;4;1;2
Neblina;Queda de ocupante de veiculo;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;3;1;5;4;4;1
Neblina;Queda de ocupante de veiculo;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;2;1;5;4;4;1
Neblina;Queda de ocupante de veiculo;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;3;1;5;4;4;1
Neblina;Queda de ocupante de veiculo;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;1;5;2;3;1
Neblina;Queda de ocupante de veiculo;Plena Noite;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;5;2;4;1
Neblina;Queda de ocupante de veiculo;Plena Noite;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1;1;5;2;4;1
Neblina;Queda de ocupante de veiculo;Plena Noite;Nevoeiro/Neblina;Motoneta;Ileso;1;1;5;2;4;3
Neblina;Queda de ocupante de veiculo;Plena Noite;Nublado;Motocicleta;Lesoes Graves;1;1;5;2;2;1
Neblina;Queda de ocupante de veiculo;Pleno dia;Nevoeiro/Neblina;Caminhao-trator;Ileso;1;1;5;1;4;2
Neblina;Queda de ocupante de veiculo;Pleno dia;Nevoeiro/Neblina;Caminhonete;Ileso;1;1;5;1;4;2
Neblina;Queda de ocupante de veiculo;Pleno dia;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;5;1;4;1
Neblina;Queda de ocupante de veiculo;Pleno dia;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;2;1;5;1;4;1
Neblina;Saida de leito carrocavel;Amanhecer;Ceu Claro;Automovel;Ileso;1;1;5;4;1;1
Neblina;Saida de leito carrocavel;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;2;1;5;4;4;1
Neblina;Saida de leito carrocavel;Amanhecer;Nevoeiro/Neblina;Automovel;Lesoes Leves;1;1;5;4;4;1
Neblina;Saida de leito carrocavel;Amanhecer;Nevoeiro/Neblina;Micro-onibus;Lesoes Graves;2;1;5;4;4;4
Neblina;Saida de leito carrocavel;Amanhecer;Nevoeiro/Neblina;Micro-onibus;Lesoes Leves;14;1;5;4;4;4
Neblina;Saida de leito carrocavel;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;2;1;5;4;4;1
Neblina;Saida de leito carrocavel;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1;1;5;4;4;1
Neblina;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;1;1;5;2;1;2
Neblina;Saida de leito carrocavel;Plena Noite;Ignorado;Automovel;Obito;1;1;5;2;0;1
Neblina;Saida de leito carrocavel;Plena Noite;Nevoeiro/Neblina;Automovel;Lesoes Leves;3;1;5;2;4;1
Neblina;Saida de leito carrocavel;Plena Noite;Nevoeiro/Neblina;Caminhao-trator;Ileso;1;1;5;2;4;2
Neblina;Saida de leito carrocavel;Plena Noite;Nevoeiro/Neblina;Caminhao-trator;Lesoes Graves;1;1;5;2;4;2
Neblina;Saida de leito carrocavel;Plena Noite;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;5;2;4;1
Neblina;Saida de leito carrocavel;Plena Noite;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1;1;5;2;4;1
Neblina;Saida de leito carrocavel;Pleno dia;Chuva;Caminhao-trator;Ileso;2;1;5;1;2;2
Neblina;Saida de leito carrocavel;Pleno dia;Chuva;Onibus;Ileso;9;1;5;1;2;3
Neblina;Saida de leito carrocavel;Pleno dia;Chuva;Onibus;Lesoes Graves;3;1;5;1;2;3
Neblina;Saida de leito carrocavel;Pleno dia;Chuva;Onibus;Lesoes Leves;8;1;5;1;2;3
Neblina;Saida de leito carrocavel;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Leves;1;1;5;1;3;1
Neblina;Saida de leito carrocavel;Pleno dia;Nublado;Caminhao;Lesoes Graves;1;1;5;1;2;2
Neblina;Saida de leito carrocavel;Pleno dia;Nublado;Caminhao-trator;Ileso;2;1;5;1;2;2
Neblina;Tombamento;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;2;1;5;4;4;1
Neblina;Tombamento;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;3;1;5;4;4;1
Neblina;Tombamento;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;3;1;5;4;4;1
Neblina;Tombamento;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;1;1;5;2;1;2
Neblina;Tombamento;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;1;5;2;3;1
Neblina;Tombamento;Plena Noite;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;5;2;4;1
Neblina;Tombamento;Plena Noite;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1;1;5;2;4;1
Neblina;Tombamento;Plena Noite;Nevoeiro/Neblina;Motoneta;Ileso;1;1;5;2;4;3
Neblina;Tombamento;Pleno dia;Chuva;Caminhao-trator;Ileso;2;1;5;1;2;2
Neblina;Tombamento;Pleno dia;Chuva;Onibus;Ileso;9;1;5;1;2;3
Neblina;Tombamento;Pleno dia;Chuva;Onibus;Lesoes Graves;3;1;5;1;2;3
Neblina;Tombamento;Pleno dia;Chuva;Onibus;Lesoes Leves;8;1;5;1;2;3
Neblina;Tombamento;Pleno dia;Nevoeiro/Neblina;Caminhonete;Ileso;1;1;5;1;4;2
Neblina;Tombamento;Pleno dia;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1;1;5;1;4;1
Neblina;Tombamento;Pleno dia;Nublado;Caminhao;Lesoes Graves;1;1;5;1;2;2
Neblina;Tombamento;Pleno dia;Nublado;Caminhao-trator;Ileso;2;1;5;1;2;2
Objeto estatico sobre o leito carrocavel;Atropelamento de Animal;Pleno dia;Nublado;Motocicleta;Lesoes Leves;1;2;2;1;2;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1;2;4;2;1;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;1;2;4;2;1;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhao;Ileso;1;2;4;2;1;2
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1;2;4;2;1;2
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;1;2;4;2;1;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Motocicleta;Obito;1;2;4;2;1;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Nao se aplica;Lesoes Leves;1;2;4;2;1;3
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Pleno dia;Nublado;Automovel;Ileso;4;2;4;1;2;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Pleno dia;Nublado;Automovel;Lesoes Graves;3;2;4;1;2;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Pleno dia;Nublado;Automovel;Lesoes Leves;1;2;4;1;2;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Pleno dia;Nublado;Automovel;Obito;2;2;4;1;2;1
Objeto estatico sobre o leito carrocavel;Atropelamento de Pedestre;Pleno dia;Nublado;Caminhao;Lesoes Leves;1;2;4;1;2;2
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Ceu Claro;Automovel;Ileso;2;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;3;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Chuva;Automovel;Ileso;1;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Chuva;Automovel;Lesoes Graves;1;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Chuva;Caminhao-trator;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Chuva;Caminhonete;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Garoa/Chuvisco;Automovel;Lesoes Graves;1;2;5;2;3;1
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Garoa/Chuvisco;Automovel;Lesoes Leves;1;2;5;2;3;1
Objeto estatico sobre o leito carrocavel;Capotamento;Plena Noite;Nublado;Automovel;Lesoes Leves;2;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Capotamento;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;2;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Automovel;Lesoes Leves;1;2;5;4;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Caminhao;Ileso;1;2;5;4;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Caminhao-trator;Ileso;1;2;5;4;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Caminhonete;Lesoes Graves;2;2;5;4;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Caminhonete;Obito;1;2;5;4;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Motocicleta;Lesoes Leves;1;2;5;4;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Motocicleta;Obito;1;2;5;4;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Nao se aplica;Ileso;1;2;5;4;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Ceu Claro;Utilitario;Ileso;3;2;5;4;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Nublado;Automovel;Lesoes Leves;3;2;5;4;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Nublado;Caminhao-trator;Ileso;1;2;5;4;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Nublado;Caminhonete;Ileso;1;2;5;4;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Nublado;Caminhonete;Lesoes Leves;4;2;5;4;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Amanhecer;Sol;Motocicleta;Lesoes Graves;1;2;5;4;3;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Anoitecer;Ceu Claro;Automovel;Ileso;2;2;5;4;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Anoitecer;Ceu Claro;Automovel;Lesoes Leves;1;2;5;4;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Anoitecer;Ceu Claro;Utilitario;Ileso;1;2;5;4;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Anoitecer;Ignorado;Motocicleta;Lesoes Leves;1;2;5;4;0;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Anoitecer;Nublado;Caminhao-trator;Ileso;1;2;5;4;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Anoitecer;Nublado;Motocicleta;Lesoes Leves;2;2;5;4;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Automovel;Ileso;25;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;6;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;3;2;5;2;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Caminhonete;Ileso;3;2;5;2;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;2;2;5;2;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;5;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;13;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Utilitario;Ileso;10;2;5;2;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Ceu Claro;Utilitario;Lesoes Leves;1;2;5;2;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Automovel;Ileso;4;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Automovel;Lesoes Graves;1;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Automovel;Lesoes Leves;1;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Caminhao-trator;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Caminhonete;Ileso;2;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Motocicleta;Ileso;1;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Motocicleta;Lesoes Graves;3;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Chuva;Utilitario;Ileso;2;2;5;2;2;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Ileso;1;2;5;2;3;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;2;5;2;3;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Garoa/Chuvisco;Motoneta;Lesoes Leves;1;2;5;2;3;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Automovel;Ileso;3;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Automovel;Lesoes Leves;1;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Caminhao;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Caminhonete;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Motocicleta;Lesoes Graves;1;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Motocicleta;Lesoes Leves;2;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Nao se aplica;Ileso;2;2;5;2;2;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Nao se aplica;Lesoes Leves;1;2;5;2;2;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Plena Noite;Nublado;Nao se aplica;Obito;1;2;5;2;2;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Ileso;6;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;2;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;10;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao;Ileso;1;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;2;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;2;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Caminhonete;Ileso;1;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Caminhonete;Lesoes Graves;1;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Ciclomotor;Lesoes Graves;1;2;5;1;1;4
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Micro-onibus;Ileso;1;2;5;1;1;4
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Micro-onibus;Lesoes Leves;2;2;5;1;1;4
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;1;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;6;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Nao Informado;Ileso;1;2;5;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Nao Informado;Lesoes Leves;1;2;5;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;1;2;5;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Ceu Claro;Utilitario;Ileso;4;2;5;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Chuva;Motocicleta;Lesoes Graves;2;2;5;1;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Chuva;Motoneta;Lesoes Graves;1;2;5;1;2;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Nublado;Automovel;Lesoes Leves;1;2;5;1;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Nublado;Caminhao-trator;Lesoes Leves;1;2;5;1;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Nublado;Caminhonete;Ileso;1;2;5;1;2;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Nublado;Motocicleta;Ileso;1;2;5;1;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Nublado;Motocicleta;Lesoes Graves;1;2;5;1;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Nublado;Motocicleta;Lesoes Leves;2;2;5;1;2;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Sol;Automovel;Ileso;3;2;5;1;3;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Sol;Caminhao-trator;Lesoes Graves;1;2;5;1;3;2
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Sol;Motocicleta;Lesoes Leves;2;2;5;1;3;1
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Sol;Motoneta;Lesoes Leves;1;2;5;1;3;3
Objeto estatico sobre o leito carrocavel;Colisao com objeto;Pleno dia;Sol;Nao Informado;Ileso;2;2;5;1;3;3
Objeto estatico sobre o leito carrocavel;Colisao frontal;Plena Noite;Chuva;Automovel;Ileso;2;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao frontal;Plena Noite;Chuva;Automovel;Lesoes Leves;2;2;5;2;2;1
Objeto estatico sobre o leito carrocavel;Colisao frontal;Plena Noite;Chuva;Caminhao-trator;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao frontal;Plena Noite;Chuva;Caminhonete;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao frontal;Plena Noite;Chuva;Onibus;Ileso;2;2;5;2;2;3
Objeto estatico sobre o leito carrocavel;Colisao frontal;Plena Noite;Chuva;Onibus;Lesoes Graves;2;2;5;2;2;3
Objeto estatico sobre o leito carrocavel;Colisao frontal;Plena Noite;Chuva;Onibus;Lesoes Leves;4;2;5;2;2;3
Objeto estatico sobre o leito carrocavel;Colisao frontal;Pleno dia;Ceu Claro;Caminhonete;Ileso;1;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Automovel;Ileso;1;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;4;2;5;2;1;2
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Motocicleta;Ileso;2;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;2;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;4;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Motocicleta;Obito;1;2;5;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Utilitario;Ileso;5;2;5;2;1;3
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Nublado;Caminhao;Lesoes Leves;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Plena Noite;Nublado;Caminhao-trator;Ileso;1;2;5;2;2;2
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Automovel;Ileso;4;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;4;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhonete;Ileso;1;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;1;2;5;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;1;2;5;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1;2;4;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;1;2;4;2;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Caminhao;Ileso;1;2;4;2;1;2
Objeto estatico sobre o leito carrocavel;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Nao se aplica;Lesoes Leves;1;2;4;2;1;3
Objeto estatico sobre o leito carrocavel;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Automovel;Ileso;1;2;4;1;1;1
Objeto estatico sobre o leito carrocavel;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Nao Informado;Ileso;1;2;4;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Onibus;Ileso;1;2;4;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao transversal;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;2;2;5;2;3;1
Objeto estatico sobre o leito carrocavel;Colisao transversal;Pleno dia;Ceu Claro;Caminhonete;Ileso;1;2;5;1;1;2
Objeto estatico sobre o leito carrocavel;Colisao transversal;Pleno dia;Ceu Claro;Nao Informado;Ileso;1;2;5;1;1;3
Objeto estatico sobre o leito carrocavel;Colisao traseira;Amanhecer;Ceu Claro;Caminhao-trator;Ileso;1;2;5;4;1;2
Objeto estatico sobre o leito carrocavel;Colisao traseira;Amanhecer;Ceu Claro;Caminhonete;Ileso;1;2;5;4;1;2
Objeto estatico sobre o leito carrocavel;Colisao traseira;Amanhecer;Garoa/Chuvisco;Automovel;Ileso;1;2;5;4;3;1
