causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count
Pista esburacada;Tombamento;Plena Noite;Garoa/Chuvisco;Motoneta;Lesoes Leves;1
Pista esburacada;Tombamento;Plena Noite;Nevoeiro/Neblina;Caminhao-trator;Ileso;1
Pista esburacada;Tombamento;Plena Noite;Nublado;Automovel;Ileso;1
Pista esburacada;Tombamento;Plena Noite;Nublado;Bicicleta;Lesoes Graves;1
Pista esburacada;Tombamento;Plena Noite;Nublado;Caminhao;Lesoes Leves;1
Pista esburacada;Tombamento;Plena Noite;Nublado;Caminhao-trator;Ileso;3
Pista esburacada;Tombamento;Plena Noite;Nublado;Motocicleta;Lesoes Graves;1
Pista esburacada;Tombamento;Plena Noite;Nublado;Motocicleta;Lesoes Leves;3
Pista esburacada;Tombamento;Plena Noite;Nublado;Motoneta;Ileso;1
Pista esburacada;Tombamento;Plena Noite;Nublado;Motoneta;Lesoes Leves;2
Pista esburacada;Tombamento;Plena Noite;Nublado;Onibus;Ileso;4
Pista esburacada;Tombamento;Plena Noite;Nublado;Onibus;Lesoes Leves;24
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Automovel;Ileso;5
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;1
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;5
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Ileso;2
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;2
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;8
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Motoneta;Ileso;1
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Motoneta;Lesoes Graves;2
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;4
Pista esburacada;Tombamento;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;8
Pista esburacada;Tombamento;Pleno dia;Chuva;Motocicleta;Lesoes Leves;2
Pista esburacada;Tombamento;Pleno dia;Chuva;Motoneta;Lesoes Leves;1
Pista esburacada;Tombamento;Pleno dia;Garoa/Chuvisco;Onibus;Ileso;4
Pista esburacada;Tombamento;Pleno dia;Ignorado;Motocicleta;Lesoes Graves;1
Pista esburacada;Tombamento;Pleno dia;Nublado;Motocicleta;Lesoes Leves;2
Pista esburacada;Tombamento;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Atropelamento de Animal;Plena Noite;Ceu Claro;Caminhonete;Ileso;2
Problema com o freio;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1
Problema com o freio;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Graves;1
Problema com o freio;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhao-trator;Obito;1
Problema com o freio;Capotamento;Plena Noite;Ceu Claro;Caminhao;Lesoes Graves;1
Problema com o freio;Capotamento;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;1
Problema com o freio;Capotamento;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;2
Problema com o freio;Capotamento;Pleno dia;Ceu Claro;Automovel;Obito;1
Problema com o freio;Capotamento;Pleno dia;Ceu Claro;Caminhao;Lesoes Graves;1
Problema com o freio;Capotamento;Pleno dia;Chuva;Automovel;Lesoes Leves;1
Problema com o freio;Capotamento;Pleno dia;Nublado;Caminhao;Lesoes Graves;1
Problema com o freio;Capotamento;Pleno dia;Nublado;Caminhao;Lesoes Leves;1
Problema com o freio;Capotamento;Pleno dia;Sol;Caminhao;Lesoes Graves;1
Problema com o freio;Capotamento;Pleno dia;Sol;Caminhao;Obito;1
Problema com o freio;Capotamento;Pleno dia;Sol;Caminhao-trator;Lesoes Graves;2
Problema com o freio;Colisao com objeto;Amanhecer;Ceu Claro;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Amanhecer;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Amanhecer;Nublado;Automovel;Ileso;1
Problema com o freio;Colisao com objeto;Amanhecer;Nublado;Automovel;Lesoes Leves;4
Problema com o freio;Colisao com objeto;Amanhecer;Nublado;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao com objeto;Anoitecer;Ceu Claro;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Anoitecer;Chuva;Caminhao-trator;Ileso;1
Problema com o freio;Colisao com objeto;Anoitecer;Garoa/Chuvisco;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Anoitecer;Nublado;Automovel;Ileso;8
Problema com o freio;Colisao com objeto;Anoitecer;Nublado;Automovel;Lesoes Leves;2
Problema com o freio;Colisao com objeto;Anoitecer;Nublado;Caminhao-trator;Lesoes Leves;6
Problema com o freio;Colisao com objeto;Plena Noite;Ceu Claro;Automovel;Ileso;3
Problema com o freio;Colisao com objeto;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1
Problema com o freio;Colisao com objeto;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1
Problema com o freio;Colisao com objeto;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Graves;2
Problema com o freio;Colisao com objeto;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao com objeto;Plena Noite;Ceu Claro;Caminhao-trator;Obito;1
Problema com o freio;Colisao com objeto;Plena Noite;Ceu Claro;Onibus;Ileso;4
Problema com o freio;Colisao com objeto;Plena Noite;Chuva;Caminhao-trator;Ileso;1
Problema com o freio;Colisao com objeto;Plena Noite;Nublado;Automovel;Ileso;2
Problema com o freio;Colisao com objeto;Plena Noite;Nublado;Utilitario;Ileso;4
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Ileso;3
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;5
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;2
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao;Obito;1
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;3
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Pleno dia;Ceu Claro;Motocicleta;Ileso;1
Problema com o freio;Colisao com objeto;Pleno dia;Chuva;Automovel;Lesoes Leves;3
Problema com o freio;Colisao com objeto;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Pleno dia;Chuva;Motocicleta;Lesoes Graves;1
Problema com o freio;Colisao com objeto;Pleno dia;Chuva;Motocicleta;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Problema com o freio;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Utilitario;Ileso;4
Problema com o freio;Colisao com objeto;Pleno dia;Nublado;Automovel;Lesoes Leves;4
Problema com o freio;Colisao com objeto;Pleno dia;Nublado;Caminhao;Lesoes Graves;2
Problema com o freio;Colisao com objeto;Pleno dia;Nublado;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao com objeto;Pleno dia;Nublado;Caminhao;Obito;1
Problema com o freio;Colisao com objeto;Pleno dia;Nublado;Caminhao-trator;Ileso;1
Problema com o freio;Colisao com objeto;Pleno dia;Nublado;Caminhao-trator;Lesoes Graves;2
Problema com o freio;Colisao com objeto;Pleno dia;Nublado;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao com objeto;Pleno dia;Sol;Caminhao;Lesoes Graves;1
Problema com o freio;Colisao com objeto;Pleno dia;Sol;Caminhao;Obito;1
Problema com o freio;Colisao frontal;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao frontal;Pleno dia;Ceu Claro;Caminhao;Obito;2
Problema com o freio;Colisao frontal;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Problema com o freio;Colisao frontal;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao frontal;Pleno dia;Ceu Claro;Caminhao-trator;Obito;1
Problema com o freio;Colisao frontal;Pleno dia;Chuva;Automovel;Obito;1
Problema com o freio;Colisao frontal;Pleno dia;Chuva;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Graves;1
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Leves;2
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Caminhao;Ileso;1
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Caminhonete;Ileso;3
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Caminhonete;Lesoes Graves;5
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Caminhonete;Lesoes Leves;3
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Micro-onibus;Ileso;1
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Micro-onibus;Lesoes Graves;6
Problema com o freio;Colisao frontal;Pleno dia;Garoa/Chuvisco;Micro-onibus;Lesoes Leves;2
Problema com o freio;Colisao frontal;Pleno dia;Nublado;Caminhao;Lesoes Graves;1
Problema com o freio;Colisao frontal;Pleno dia;Nublado;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao frontal;Pleno dia;Sol;Caminhao-trator;Ileso;1
Problema com o freio;Colisao frontal;Pleno dia;Sol;Motocicleta;Obito;2
Problema com o freio;Colisao lateral mesmo sentido;Amanhecer;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao lateral mesmo sentido;Anoitecer;Nublado;Automovel;Ileso;2
Problema com o freio;Colisao lateral mesmo sentido;Anoitecer;Nublado;Automovel;Lesoes Leves;1
Problema com o freio;Colisao lateral mesmo sentido;Anoitecer;Nublado;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Automovel;Ileso;1
Problema com o freio;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao;Ileso;1
Problema com o freio;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Graves;2
Problema com o freio;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Obito;1
Problema com o freio;Colisao lateral mesmo sentido;Plena Noite;Nublado;Automovel;Ileso;2
Problema com o freio;Colisao lateral mesmo sentido;Plena Noite;Nublado;Utilitario;Ileso;4
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhao;Ileso;2
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Nao Informado;Ileso;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Nao se aplica;Ileso;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Chuva;Caminhao;Ileso;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Garoa/Chuvisco;Utilitario;Ileso;4
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ignorado;Caminhao;Ileso;2
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ignorado;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ignorado;Caminhao-trator;Ileso;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ignorado;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao lateral mesmo sentido;Pleno dia;Ignorado;Caminhao-trator;Obito;1
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao;Ileso;1
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;3
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhonete;Ileso;1
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Nublado;Caminhao;Ileso;1
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Nublado;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Nublado;Caminhao-trator;Ileso;1
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Sol;Caminhao-trator;Ileso;6
Problema com o freio;Colisao lateral sentido oposto;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao transversal;Amanhecer;Nublado;Automovel;Ileso;1
Problema com o freio;Colisao transversal;Amanhecer;Nublado;Automovel;Lesoes Leves;3
Problema com o freio;Colisao transversal;Amanhecer;Nublado;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao transversal;Plena Noite;Nublado;Automovel;Ileso;2
Problema com o freio;Colisao transversal;Plena Noite;Nublado;Bicicleta;Lesoes Leves;1
Problema com o freio;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Ileso;4
Problema com o freio;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;2
Problema com o freio;Colisao transversal;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Problema com o freio;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;3
Problema com o freio;Colisao transversal;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;1
Problema com o freio;Colisao transversal;Pleno dia;Garoa/Chuvisco;Automovel;Ileso;1
Problema com o freio;Colisao transversal;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Leves;1
Problema com o freio;Colisao traseira;Amanhecer;Chuva;Caminhao;Lesoes Leves;3
Problema com o freio;Colisao traseira;Amanhecer;Chuva;Caminhao-trator;Ileso;1
Problema com o freio;Colisao traseira;Anoitecer;Ceu Claro;Motoneta;Lesoes Graves;1
Problema com o freio;Colisao traseira;Anoitecer;Nublado;Automovel;Ileso;4
Problema com o freio;Colisao traseira;Anoitecer;Nublado;Automovel;Lesoes Leves;2
Problema com o freio;Colisao traseira;Anoitecer;Nublado;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao traseira;Plena Noite;Ceu Claro;Automovel;Ileso;2
Problema com o freio;Colisao traseira;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;2
Problema com o freio;Colisao traseira;Plena Noite;Chuva;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao traseira;Plena Noite;Chuva;Caminhao-trator;Ileso;1
Problema com o freio;Colisao traseira;Plena Noite;Nublado;Caminhao;Ileso;1
Problema com o freio;Colisao traseira;Plena Noite;Nublado;Caminhao;Lesoes Graves;1
Problema com o freio;Colisao traseira;Plena Noite;Nublado;Caminhao;Lesoes Leves;2
Problema com o freio;Colisao traseira;Plena Noite;Nublado;Caminhao;Obito;1
Problema com o freio;Colisao traseira;Plena Noite;Nublado;Caminhao-trator;Ileso;3
Problema com o freio;Colisao traseira;Plena Noite;Nublado;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Ileso;7
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;8
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;4
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Caminhao;Ileso;15
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;13
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;8
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Ileso;21
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;2
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;2
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Nao Informado;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Nao Informado;Lesoes Graves;4
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Nao Informado;Lesoes Leves;4
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Nao se aplica;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Onibus;Ileso;18
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Onibus;Lesoes Graves;2
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;6
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Utilitario;Lesoes Graves;4
Problema com o freio;Colisao traseira;Pleno dia;Ceu Claro;Utilitario;Lesoes Leves;12
Problema com o freio;Colisao traseira;Pleno dia;Chuva;Automovel;Ileso;12
Problema com o freio;Colisao traseira;Pleno dia;Chuva;Automovel;Lesoes Leves;1
Problema com o freio;Colisao traseira;Pleno dia;Chuva;Caminhao-trator;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao traseira;Pleno dia;Chuva;Ciclomotor;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Chuva;Utilitario;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Automovel;Ileso;4
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Automovel;Lesoes Leves;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Automovel;Obito;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Caminhao;Ileso;2
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Caminhao;Lesoes Graves;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Caminhao;Lesoes Leves;2
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Caminhao-trator;Ileso;9
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Caminhao-trator;Lesoes Graves;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Caminhonete;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Motocicleta;Lesoes Graves;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Motocicleta;Lesoes Leves;2
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Nao Informado;Ileso;2
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Onibus;Ileso;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Onibus;Lesoes Graves;1
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Onibus;Lesoes Leves;3
Problema com o freio;Colisao traseira;Pleno dia;Nublado;Utilitario;Ileso;2
Problema com o freio;Colisao traseira;Pleno dia;Sol;Automovel;Ileso;2
Problema com o freio;Colisao traseira;Pleno dia;Sol;Automovel;Lesoes Leves;2
Problema com o freio;Colisao traseira;Pleno dia;Sol;Caminhao-trator;Ileso;7
Problema com o freio;Colisao traseira;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;5
Problema com o freio;Colisao traseira;Pleno dia;Sol;Caminhonete;Ileso;4
Problema com o freio;Colisao traseira;Pleno dia;Sol;Motocicleta;Lesoes Graves;1
Problema com o freio;Derramamento de carga;Amanhecer;Ceu Claro;Caminhao;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;2
Problema com o freio;Derramamento de carga;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Graves;1
Problema com o freio;Derramamento de carga;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Derramamento de carga;Plena Noite;Ceu Claro;Caminhao-trator;Obito;1
Problema com o freio;Derramamento de carga;Pleno dia;Ceu Claro;Caminhao;Ileso;2
Problema com o freio;Derramamento de carga;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;3
Problema com o freio;Derramamento de carga;Pleno dia;Ceu Claro;Caminhao;Obito;1
Problema com o freio;Derramamento de carga;Pleno dia;Ceu Claro;Caminhao-trator;Obito;1
Problema com o freio;Derramamento de carga;Pleno dia;Ceu Claro;Caminhonete;Ileso;1
Problema com o freio;Derramamento de carga;Pleno dia;Ceu Claro;Onibus;Ileso;7
Problema com o freio;Derramamento de carga;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;2
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Automovel;Ileso;11
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Automovel;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Automovel;Obito;1
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Caminhao;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Caminhao-trator;Ileso;1
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Ciclomotor;Ileso;1
Problema com o freio;Derramamento de carga;Pleno dia;Chuva;Utilitario;Ileso;1
Problema com o freio;Derramamento de carga;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Pleno dia;Nublado;Automovel;Lesoes Leves;2
Problema com o freio;Derramamento de carga;Pleno dia;Nublado;Caminhao-trator;Lesoes Graves;1
Problema com o freio;Derramamento de carga;Pleno dia;Nublado;Caminhao-trator;Lesoes Leves;2
Problema com o freio;Derramamento de carga;Pleno dia;Sol;Caminhao;Ileso;1
Problema com o freio;Derramamento de carga;Pleno dia;Sol;Caminhao;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Pleno dia;Sol;Caminhao-trator;Ileso;3
Problema com o freio;Derramamento de carga;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;1
Problema com o freio;Derramamento de carga;Pleno dia;Sol;Utilitario;Lesoes Leves;1
Problema com o freio;Engavetamento;Anoitecer;Nublado;Automovel;Lesoes Graves;3
Problema com o freio;Engavetamento;Anoitecer;Nublado;Automovel;Lesoes Leves;1
Problema com o freio;Engavetamento;Anoitecer;Nublado;Caminhao;Ileso;1
Problema com o freio;Engavetamento;Anoitecer;Nublado;Caminhao-trator;Ileso;1
